age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Risk_Status
36,admin.,divorced,secondary,no,0,yes,no,unknown,7.0,may,133.0,2.0,-1.0,0.0,unknown,no,Low Risk
49,blue-collar,married,secondary,no,64,yes,no,unknown,7.0,may,293.0,3.0,-1.0,0.0,unknown,no,Low Risk
31,blue-collar,single,secondary,no,1415,yes,no,unknown,7.0,may,485.0,1.0,-1.0,0.0,unknown,no,Low Risk
31,technician,single,secondary,no,147,yes,no,unknown,7.0,may,374.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,blue-collar,married,secondary,no,72,yes,no,unknown,7.0,may,425.0,6.0,-1.0,0.0,unknown,no,Low Risk
37,services,single,secondary,no,-196,yes,no,unknown,7.0,may,207.0,1.0,-1.0,0.0,unknown,no,High Risk
33,blue-collar,married,primary,no,716,yes,no,unknown,7.0,may,83.0,3.0,-1.0,0.0,unknown,no,Low Risk
37,management,married,tertiary,no,0,yes,no,unknown,7.0,may,228.0,1.0,-1.0,0.0,unknown,no,Low Risk
42,services,married,secondary,no,-246,yes,no,unknown,7.0,may,149.0,1.0,-1.0,0.0,unknown,no,High Risk
56,blue-collar,married,secondary,no,-203,yes,no,unknown,7.0,may,139.0,1.0,-1.0,0.0,unknown,no,High Risk
37,admin.,single,secondary,no,245,yes,yes,unknown,7.0,may,732.0,2.0,-1.0,0.0,unknown,yes,High Risk
36,services,single,secondary,no,342,yes,no,unknown,7.0,may,142.0,1.0,-1.0,0.0,unknown,no,Low Risk
29,technician,single,tertiary,no,3,yes,no,unknown,7.0,may,359.0,1.0,-1.0,0.0,unknown,no,Low Risk
54,management,married,tertiary,yes,-248,yes,yes,unknown,7.0,may,112.0,1.0,-1.0,0.0,unknown,no,High Risk
38,blue-collar,married,secondary,no,376,yes,no,unknown,7.0,may,1521.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,blue-collar,divorced,secondary,no,370,yes,no,unknown,7.0,may,216.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,admin.,single,secondary,no,594,yes,no,unknown,7.0,may,161.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,secondary,no,387,yes,no,unknown,7.0,may,122.0,2.0,-1.0,0.0,unknown,no,Low Risk
38,services,married,secondary,no,208,yes,no,unknown,7.0,may,800.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,563,yes,no,unknown,7.0,may,615.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,services,divorced,secondary,no,392,yes,yes,unknown,7.0,may,254.0,1.0,-1.0,0.0,unknown,no,High Risk
33,retired,married,secondary,no,165,no,no,unknown,7.0,may,111.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,admin.,divorced,unknown,no,236,yes,no,unknown,7.0,may,354.0,1.0,-1.0,0.0,unknown,no,Low Risk
37,services,married,primary,no,52,yes,no,unknown,7.0,may,359.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,management,single,tertiary,no,1265,yes,no,unknown,7.0,may,97.0,1.0,-1.0,0.0,unknown,no,Low Risk
37,blue-collar,married,primary,no,693,yes,no,unknown,7.0,may,327.0,3.0,-1.0,0.0,unknown,no,Low Risk
35,technician,married,secondary,no,118,yes,no,unknown,7.0,may,236.0,1.0,-1.0,0.0,unknown,no,Low Risk
49,blue-collar,married,primary,no,3659,yes,no,unknown,7.0,may,160.0,1.0,-1.0,0.0,unknown,no,Low Risk
26,blue-collar,single,secondary,no,24,yes,no,unknown,7.0,may,180.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,management,single,tertiary,no,673,yes,no,unknown,7.0,may,184.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,self-employed,married,secondary,no,273,no,no,unknown,7.0,may,227.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,services,divorced,secondary,no,327,yes,no,unknown,7.0,may,109.0,1.0,-1.0,0.0,unknown,no,Low Risk
31,admin.,single,secondary,no,299,yes,no,unknown,7.0,may,492.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,married,secondary,no,0,yes,no,unknown,7.0,may,298.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,blue-collar,single,primary,no,109,yes,no,unknown,7.0,may,83.0,2.0,-1.0,0.0,unknown,no,Low Risk
55,management,divorced,tertiary,no,552,no,no,unknown,7.0,may,241.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,divorced,primary,no,473,yes,no,unknown,7.0,may,204.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,other,single,unknown,no,414,yes,no,unknown,7.0,may,131.0,1.0,-1.0,0.0,unknown,no,Low Risk
45,blue-collar,married,secondary,no,154,yes,no,unknown,7.0,may,1138.0,1.0,-1.0,0.0,unknown,yes,Low Risk
31,technician,married,secondary,no,344,yes,no,unknown,7.0,may,123.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,admin.,married,secondary,no,8,yes,no,unknown,7.0,may,125.0,1.0,-1.0,0.0,unknown,no,Low Risk
37,services,married,secondary,no,78,yes,no,unknown,7.0,may,295.0,2.0,-1.0,0.0,unknown,no,Low Risk
38,blue-collar,married,secondary,no,266,yes,no,unknown,7.0,may,287.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,housemaid,married,tertiary,no,98,yes,yes,unknown,7.0,may,109.0,1.0,-1.0,0.0,unknown,no,High Risk
38,blue-collar,married,primary,no,83,yes,no,unknown,7.0,may,140.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,management,single,tertiary,yes,45,yes,no,unknown,7.0,may,204.0,1.0,-1.0,0.0,unknown,no,High Risk
29,unemployed,married,tertiary,no,8,yes,no,unknown,7.0,may,233.0,1.0,-1.0,0.0,unknown,no,Low Risk
42,management,married,tertiary,no,263,yes,no,unknown,7.0,may,254.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,306,yes,no,unknown,7.0,may,184.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,management,married,tertiary,no,233,yes,no,unknown,7.0,may,193.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,management,divorced,tertiary,no,447,no,yes,unknown,7.0,may,126.0,1.0,-1.0,0.0,unknown,no,High Risk
29,student,single,secondary,no,872,yes,no,unknown,7.0,may,230.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,services,divorced,primary,no,-291,yes,yes,unknown,7.0,may,591.0,1.0,-1.0,0.0,unknown,yes,High Risk
31,services,married,tertiary,no,309,yes,yes,unknown,7.0,may,294.0,1.0,-1.0,0.0,unknown,no,High Risk
59,blue-collar,married,secondary,no,202,yes,no,unknown,7.0,may,173.0,1.0,-1.0,0.0,unknown,no,Low Risk
29,entrepreneur,married,primary,no,56,yes,yes,unknown,7.0,may,336.0,1.0,-1.0,0.0,unknown,no,High Risk
59,blue-collar,married,primary,no,229,yes,yes,unknown,7.0,may,19.0,1.0,-1.0,0.0,unknown,no,High Risk
44,blue-collar,married,primary,no,143,yes,no,unknown,7.0,may,153.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,admin.,single,secondary,no,100,yes,no,unknown,7.0,may,786.0,1.0,-1.0,0.0,unknown,yes,Low Risk
49,admin.,married,secondary,no,326,yes,no,unknown,7.0,may,99.0,2.0,-1.0,0.0,unknown,no,Low Risk
43,blue-collar,married,secondary,no,167,yes,no,unknown,7.0,may,243.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,admin.,single,secondary,no,545,yes,no,unknown,7.0,may,260.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,admin.,married,secondary,no,2100,yes,yes,unknown,7.0,may,164.0,2.0,-1.0,0.0,unknown,no,High Risk
32,services,married,secondary,no,0,yes,yes,unknown,7.0,may,255.0,2.0,-1.0,0.0,unknown,no,High Risk
47,admin.,married,primary,no,192,yes,no,unknown,7.0,may,47.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,management,married,tertiary,no,442,yes,no,unknown,7.0,may,463.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,management,married,tertiary,no,267,yes,no,unknown,7.0,may,192.0,1.0,-1.0,0.0,unknown,no,Low Risk
27,services,single,secondary,no,0,yes,no,unknown,7.0,may,388.0,7.0,-1.0,0.0,unknown,no,Low Risk
50,blue-collar,married,primary,no,377,yes,no,unknown,7.0,may,221.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,retired,married,secondary,no,7624,no,no,unknown,7.0,may,126.0,5.0,-1.0,0.0,unknown,no,Low Risk
43,self-employed,married,primary,no,66,yes,no,unknown,7.0,may,175.0,5.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,married,unknown,no,37,yes,no,unknown,7.0,may,256.0,6.0,-1.0,0.0,unknown,no,Low Risk
32,admin.,single,secondary,no,64,yes,no,unknown,7.0,may,202.0,2.0,-1.0,0.0,unknown,no,Low Risk
47,management,divorced,tertiary,no,34,yes,no,unknown,7.0,may,104.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,admin.,divorced,secondary,no,627,yes,no,unknown,7.0,may,283.0,2.0,-1.0,0.0,unknown,no,Low Risk
57,self-employed,married,primary,no,1013,yes,no,unknown,7.0,may,448.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,admin.,single,secondary,no,140,yes,no,unknown,7.0,may,127.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,services,single,tertiary,no,8823,yes,no,unknown,7.0,may,378.0,1.0,-1.0,0.0,unknown,no,Low Risk
28,blue-collar,single,secondary,no,97,yes,no,unknown,7.0,may,67.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,blue-collar,married,unknown,no,5,yes,no,unknown,7.0,may,221.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,unemployed,divorced,secondary,no,74,yes,no,unknown,7.0,may,150.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,admin.,married,secondary,no,58544,yes,no,unknown,7.0,may,144.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,technician,married,secondary,no,169,yes,no,unknown,7.0,may,296.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,self-employed,married,tertiary,no,444,yes,no,unknown,7.0,may,401.0,2.0,-1.0,0.0,unknown,no,Low Risk
30,services,single,tertiary,no,542,yes,no,unknown,7.0,may,435.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,married,secondary,no,-205,yes,no,unknown,7.0,may,388.0,1.0,-1.0,0.0,unknown,no,High Risk
30,management,single,tertiary,no,112,yes,no,unknown,7.0,may,245.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,services,married,secondary,no,39,no,no,unknown,7.0,may,143.0,1.0,-1.0,0.0,unknown,no,Low Risk
55,blue-collar,married,secondary,no,1268,yes,no,unknown,7.0,may,223.0,2.0,-1.0,0.0,unknown,no,Low Risk
52,blue-collar,married,secondary,no,-98,yes,no,unknown,7.0,may,423.0,1.0,-1.0,0.0,unknown,no,High Risk
33,admin.,married,secondary,no,44,yes,yes,unknown,7.0,may,231.0,1.0,-1.0,0.0,unknown,no,High Risk
55,retired,married,primary,no,-90,yes,yes,unknown,7.0,may,634.0,2.0,-1.0,0.0,unknown,no,High Risk
33,blue-collar,married,secondary,no,0,no,no,unknown,7.0,may,107.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,yes,-94,yes,yes,unknown,7.0,may,227.0,1.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,married,secondary,yes,-345,yes,no,unknown,7.0,may,69.0,1.0,-1.0,0.0,unknown,no,High Risk
54,blue-collar,married,secondary,no,-932,yes,no,unknown,7.0,may,799.0,1.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,married,primary,no,20,yes,no,unknown,7.0,may,109.0,1.0,-1.0,0.0,unknown,no,Low Risk
49,blue-collar,married,secondary,no,90,yes,no,unknown,7.0,may,127.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,admin.,married,secondary,no,31,yes,no,unknown,7.0,may,120.0,1.0,-1.0,0.0,unknown,no,Low Risk
27,management,single,tertiary,no,134,yes,yes,unknown,7.0,may,68.0,3.0,-1.0,0.0,unknown,no,High Risk
26,services,married,secondary,no,0,yes,no,unknown,7.0,may,180.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,61,yes,no,unknown,7.0,may,112.0,3.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,secondary,yes,-5,yes,no,unknown,7.0,may,444.0,1.0,-1.0,0.0,unknown,no,High Risk
31,services,single,secondary,no,-45,no,no,unknown,7.0,may,246.0,2.0,-1.0,0.0,unknown,no,High Risk
53,blue-collar,single,secondary,no,156,yes,yes,unknown,7.0,may,259.0,4.0,-1.0,0.0,unknown,no,High Risk
31,services,married,secondary,no,564,yes,no,unknown,7.0,may,223.0,3.0,-1.0,0.0,unknown,no,Low Risk
33,admin.,married,secondary,no,-6,yes,no,unknown,7.0,may,566.0,2.0,-1.0,0.0,unknown,no,High Risk
35,services,married,secondary,no,528,no,no,unknown,7.0,may,274.0,2.0,-1.0,0.0,unknown,no,Low Risk
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7.0,may,49.0,3.0,-1.0,0.0,unknown,no,Low Risk
31,management,married,secondary,no,2019,no,no,unknown,7.0,may,380.0,2.0,-1.0,0.0,unknown,no,Low Risk
35,technician,single,secondary,no,1855,yes,no,unknown,7.0,may,138.0,1.0,-1.0,0.0,unknown,no,Low Risk
29,management,married,secondary,no,147,yes,yes,unknown,7.0,may,376.0,2.0,-1.0,0.0,unknown,no,High Risk
51,technician,married,secondary,no,220,yes,no,unknown,7.0,may,421.0,2.0,-1.0,0.0,unknown,no,Low Risk
33,blue-collar,married,primary,no,198,yes,no,unknown,7.0,may,121.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,management,married,tertiary,no,115,no,no,unknown,7.0,may,36.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,admin.,single,unknown,no,87,yes,no,unknown,7.0,may,328.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,technician,married,tertiary,no,644,yes,no,unknown,7.0,may,19.0,1.0,-1.0,0.0,unknown,no,Low Risk
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7.0,may,866.0,2.0,-1.0,0.0,unknown,no,High Risk
57,retired,married,secondary,no,502,yes,no,unknown,7.0,may,229.0,3.0,-1.0,0.0,unknown,no,Low Risk
38,services,married,secondary,no,-32,yes,no,unknown,7.0,may,154.0,2.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,married,primary,no,106,yes,no,unknown,7.0,may,56.0,1.0,-1.0,0.0,unknown,no,Low Risk
36,technician,married,tertiary,no,301,yes,no,unknown,7.0,may,1581.0,2.0,-1.0,0.0,unknown,no,Low Risk
57,retired,married,tertiary,no,906,yes,no,unknown,7.0,may,117.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,management,married,unknown,no,187,yes,no,unknown,7.0,may,185.0,1.0,-1.0,0.0,unknown,no,Low Risk
48,services,divorced,secondary,no,852,yes,yes,unknown,7.0,may,202.0,1.0,-1.0,0.0,unknown,no,High Risk
46,blue-collar,married,primary,no,143,yes,no,unknown,7.0,may,279.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,admin.,married,secondary,no,71,no,no,unknown,7.0,may,180.0,5.0,-1.0,0.0,unknown,no,Low Risk
49,services,married,secondary,no,1496,yes,no,unknown,7.0,may,218.0,4.0,-1.0,0.0,unknown,no,Low Risk
29,services,single,secondary,no,703,yes,no,unknown,7.0,may,129.0,5.0,-1.0,0.0,unknown,no,Low Risk
53,blue-collar,married,secondary,no,732,yes,no,unknown,7.0,may,530.0,2.0,-1.0,0.0,unknown,no,Low Risk
30,services,single,secondary,no,21,yes,no,unknown,7.0,may,104.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,management,divorced,secondary,no,276,yes,no,unknown,7.0,may,60.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,technician,married,secondary,no,0,yes,no,unknown,7.0,may,432.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,primary,no,550,yes,no,unknown,7.0,may,113.0,1.0,-1.0,0.0,unknown,no,Low Risk
58,retired,married,secondary,no,268,yes,no,unknown,7.0,may,516.0,1.0,-1.0,0.0,unknown,no,Low Risk
31,unemployed,married,secondary,no,-825,yes,no,unknown,7.0,may,179.0,2.0,-1.0,0.0,unknown,no,High Risk
38,admin.,single,secondary,no,137,yes,yes,unknown,7.0,may,125.0,2.0,-1.0,0.0,unknown,no,High Risk
60,retired,married,secondary,no,42,yes,yes,unknown,7.0,may,386.0,2.0,-1.0,0.0,unknown,no,High Risk
33,management,single,tertiary,no,54,no,no,unknown,7.0,may,262.0,2.0,-1.0,0.0,unknown,no,Low Risk
33,unemployed,single,tertiary,no,1716,yes,no,unknown,7.0,may,396.0,2.0,-1.0,0.0,unknown,no,Low Risk
52,admin.,married,primary,no,270,yes,no,unknown,7.0,may,294.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,blue-collar,married,primary,no,803,yes,no,unknown,7.0,may,171.0,2.0,-1.0,0.0,unknown,no,Low Risk
30,technician,single,secondary,no,102,yes,no,unknown,7.0,may,614.0,2.0,-1.0,0.0,unknown,no,Low Risk
33,entrepreneur,divorced,tertiary,no,188,yes,no,unknown,7.0,may,118.0,3.0,-1.0,0.0,unknown,no,Low Risk
46,admin.,divorced,secondary,no,207,yes,no,unknown,7.0,may,485.0,4.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,married,primary,no,1466,yes,no,unknown,7.0,may,406.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,unemployed,single,secondary,no,350,yes,no,unknown,7.0,may,287.0,1.0,-1.0,0.0,unknown,no,Low Risk
50,admin.,married,secondary,no,159,yes,no,unknown,7.0,may,216.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7.0,may,650.0,1.0,-1.0,0.0,unknown,no,High Risk
38,technician,married,secondary,no,0,no,no,unknown,7.0,may,55.0,1.0,-1.0,0.0,unknown,no,Low Risk
36,admin.,single,primary,no,91,yes,no,unknown,7.0,may,371.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,unemployed,divorced,primary,no,849,yes,no,unknown,7.0,may,166.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,management,married,tertiary,no,436,yes,no,unknown,7.0,may,48.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,blue-collar,single,secondary,no,-1,yes,no,unknown,7.0,may,72.0,1.0,-1.0,0.0,unknown,no,High Risk
52,blue-collar,married,tertiary,no,297,yes,no,unknown,7.0,may,55.0,1.0,-1.0,0.0,unknown,no,Low Risk
29,blue-collar,married,secondary,no,313,yes,yes,unknown,7.0,may,144.0,1.0,-1.0,0.0,unknown,no,High Risk
37,blue-collar,married,primary,no,310,yes,no,unknown,7.0,may,474.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,admin.,married,secondary,no,475,yes,no,unknown,7.0,may,559.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,blue-collar,married,primary,no,61,yes,no,unknown,7.0,may,261.0,1.0,-1.0,0.0,unknown,no,Low Risk
49,services,married,secondary,no,1377,yes,no,unknown,7.0,may,1101.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,technician,single,secondary,no,56,no,no,unknown,7.0,may,236.0,2.0,-1.0,0.0,unknown,no,Low Risk
47,admin.,married,unknown,no,0,yes,no,unknown,7.0,may,164.0,1.0,-1.0,0.0,unknown,no,Low Risk
50,technician,married,secondary,no,73,no,no,unknown,7.0,may,93.0,1.0,-1.0,0.0,unknown,no,Low Risk
30,blue-collar,single,primary,no,660,yes,no,unknown,7.0,may,912.0,2.0,-1.0,0.0,unknown,no,Low Risk
44,services,married,primary,no,-79,yes,no,unknown,7.0,may,179.0,2.0,-1.0,0.0,unknown,no,High Risk
44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7.0,may,485.0,1.0,-1.0,0.0,unknown,no,Low Risk
30,services,single,secondary,no,342,yes,no,unknown,7.0,may,206.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,unknown,no,-4,yes,no,unknown,7.0,may,311.0,1.0,-1.0,0.0,unknown,no,High Risk
41,blue-collar,married,unknown,no,225,yes,no,unknown,7.0,may,690.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,married,primary,no,267,yes,no,unknown,7.0,may,362.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,services,married,primary,no,46,yes,no,unknown,7.0,may,274.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,blue-collar,married,primary,no,624,yes,no,unknown,7.0,may,163.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,technician,divorced,secondary,no,1107,yes,yes,unknown,7.0,may,345.0,1.0,-1.0,0.0,unknown,no,High Risk
39,admin.,single,secondary,no,573,yes,no,unknown,7.0,may,329.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,management,single,tertiary,no,406,yes,no,unknown,7.0,may,68.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,services,divorced,secondary,no,220,yes,no,unknown,7.0,may,143.0,3.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,married,secondary,no,2308,yes,no,unknown,7.0,may,1062.0,1.0,-1.0,0.0,unknown,no,Low Risk
37,blue-collar,divorced,primary,no,139,yes,no,unknown,7.0,may,71.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,admin.,married,secondary,no,367,yes,no,unknown,7.0,may,106.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7.0,may,688.0,2.0,-1.0,0.0,unknown,no,Low Risk
35,blue-collar,married,primary,no,229,yes,no,unknown,7.0,may,103.0,3.0,-1.0,0.0,unknown,no,Low Risk
36,entrepreneur,married,tertiary,no,1722,yes,no,unknown,7.0,may,349.0,2.0,-1.0,0.0,unknown,no,Low Risk
48,technician,married,secondary,no,-500,yes,no,unknown,7.0,may,78.0,5.0,-1.0,0.0,unknown,no,High Risk
31,admin.,divorced,secondary,no,308,yes,no,unknown,7.0,may,194.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7.0,may,224.0,5.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,single,primary,no,548,yes,no,unknown,7.0,may,98.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,blue-collar,married,secondary,no,356,yes,yes,unknown,7.0,may,607.0,1.0,-1.0,0.0,unknown,no,High Risk
40,technician,married,primary,no,164,yes,no,unknown,7.0,may,398.0,1.0,-1.0,0.0,unknown,no,Low Risk
58,management,married,tertiary,no,211,no,no,unknown,7.0,may,103.0,2.0,-1.0,0.0,unknown,no,Low Risk
31,blue-collar,married,primary,no,19,yes,no,unknown,7.0,may,241.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,blue-collar,married,secondary,no,108,yes,yes,unknown,7.0,may,203.0,1.0,-1.0,0.0,unknown,no,High Risk
37,management,married,tertiary,no,308,yes,no,unknown,7.0,may,96.0,3.0,-1.0,0.0,unknown,no,Low Risk
44,services,divorced,secondary,no,7,yes,yes,unknown,7.0,may,238.0,3.0,-1.0,0.0,unknown,no,High Risk
37,technician,married,tertiary,no,16,yes,yes,unknown,7.0,may,153.0,3.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,married,primary,no,867,yes,no,unknown,7.0,may,481.0,1.0,-1.0,0.0,unknown,no,Low Risk
41,blue-collar,single,secondary,no,277,yes,no,unknown,7.0,may,2177.0,4.0,-1.0,0.0,unknown,no,Low Risk
52,blue-collar,divorced,primary,no,196,yes,no,unknown,7.0,may,119.0,3.0,-1.0,0.0,unknown,no,Low Risk
29,blue-collar,single,primary,no,365,yes,yes,unknown,7.0,may,245.0,2.0,-1.0,0.0,unknown,no,High Risk
60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7.0,may,152.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,technician,married,secondary,no,186,no,no,unknown,7.0,may,418.0,2.0,-1.0,0.0,unknown,no,Low Risk
50,services,single,primary,no,148,yes,no,unknown,7.0,may,198.0,2.0,-1.0,0.0,unknown,no,Low Risk
56,blue-collar,married,primary,no,862,yes,yes,unknown,7.0,may,198.0,2.0,-1.0,0.0,unknown,no,High Risk
48,admin.,married,secondary,no,359,yes,no,unknown,7.0,may,374.0,1.0,-1.0,0.0,unknown,no,Low Risk
29,blue-collar,married,primary,no,190,no,no,unknown,7.0,may,51.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,4,yes,yes,unknown,7.0,may,263.0,1.0,-1.0,0.0,unknown,no,High Risk
42,admin.,divorced,secondary,no,0,yes,no,unknown,7.0,may,229.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,married,secondary,no,42,yes,no,unknown,7.0,may,154.0,2.0,-1.0,0.0,unknown,no,Low Risk
23,management,single,tertiary,no,2605,yes,no,unknown,7.0,may,278.0,6.0,-1.0,0.0,unknown,no,Low Risk
30,technician,single,tertiary,no,60,yes,yes,unknown,7.0,may,306.0,5.0,-1.0,0.0,unknown,no,High Risk
51,management,married,primary,no,98,yes,no,unknown,7.0,may,114.0,2.0,-1.0,0.0,unknown,no,Low Risk
52,technician,single,secondary,no,-181,yes,no,unknown,7.0,may,94.0,2.0,-1.0,0.0,unknown,no,High Risk
45,technician,married,secondary,no,118,yes,no,unknown,7.0,may,208.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,blue-collar,married,secondary,no,-15,yes,no,unknown,7.0,may,169.0,2.0,-1.0,0.0,unknown,no,High Risk
27,student,single,secondary,no,671,yes,no,unknown,7.0,may,332.0,2.0,-1.0,0.0,unknown,no,Low Risk
50,blue-collar,married,secondary,no,1557,yes,no,unknown,7.0,may,263.0,6.0,-1.0,0.0,unknown,no,Low Risk
36,blue-collar,married,primary,no,-20,yes,no,unknown,7.0,may,353.0,3.0,-1.0,0.0,unknown,no,High Risk
46,blue-collar,married,primary,no,323,yes,no,unknown,7.0,may,108.0,6.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,primary,no,-171,yes,no,unknown,7.0,may,441.0,2.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,secondary,no,438,yes,no,unknown,7.0,may,46.0,3.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,316,yes,no,unknown,7.0,may,266.0,2.0,-1.0,0.0,unknown,no,Low Risk
36,services,single,secondary,no,174,yes,no,unknown,7.0,may,223.0,2.0,-1.0,0.0,unknown,no,Low Risk
46,blue-collar,married,secondary,no,442,yes,no,unknown,7.0,may,105.0,2.0,-1.0,0.0,unknown,no,Low Risk
58,technician,married,secondary,no,786,yes,no,unknown,7.0,may,165.0,3.0,-1.0,0.0,unknown,no,Low Risk
30,technician,divorced,tertiary,no,-317,yes,no,unknown,7.0,may,381.0,2.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,secondary,no,667,yes,no,unknown,7.0,may,228.0,3.0,-1.0,0.0,unknown,no,Low Risk
29,services,single,secondary,no,-158,yes,no,unknown,7.0,may,128.0,2.0,-1.0,0.0,unknown,no,High Risk
41,management,married,tertiary,no,72,yes,no,unknown,7.0,may,764.0,3.0,-1.0,0.0,unknown,no,Low Risk
44,entrepreneur,married,primary,no,58,yes,no,unknown,7.0,may,113.0,3.0,-1.0,0.0,unknown,no,Low Risk
44,services,divorced,secondary,no,396,yes,yes,unknown,7.0,may,396.0,4.0,-1.0,0.0,unknown,no,High Risk
59,blue-collar,married,primary,no,10,yes,no,unknown,7.0,may,133.0,3.0,-1.0,0.0,unknown,no,Low Risk
