age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Risk_Status
46,retired,married,primary,no,1374,no,yes,unknown,14.0,may,22.0,3.0,-1.0,0.0,unknown,no,High Risk
27,blue-collar,single,secondary,yes,-2,yes,yes,unknown,14.0,may,123.0,5.0,-1.0,0.0,unknown,no,High Risk
49,admin.,married,secondary,no,512,yes,yes,unknown,14.0,may,455.0,3.0,-1.0,0.0,unknown,no,High Risk
30,blue-collar,single,secondary,yes,447,no,no,unknown,14.0,may,103.0,6.0,-1.0,0.0,unknown,no,High Risk
52,technician,married,secondary,no,0,yes,yes,unknown,14.0,may,77.0,2.0,-1.0,0.0,unknown,no,High Risk
35,technician,married,secondary,no,692,yes,yes,unknown,14.0,may,133.0,2.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,married,secondary,no,369,yes,yes,unknown,14.0,may,89.0,2.0,-1.0,0.0,unknown,no,High Risk
28,blue-collar,single,primary,no,348,yes,yes,unknown,14.0,may,305.0,3.0,-1.0,0.0,unknown,no,High Risk
41,technician,married,secondary,no,102,yes,yes,unknown,14.0,may,387.0,9.0,-1.0,0.0,unknown,no,High Risk
40,blue-collar,married,secondary,no,-31,yes,no,unknown,14.0,may,117.0,4.0,-1.0,0.0,unknown,no,High Risk
51,technician,married,unknown,no,573,yes,yes,unknown,14.0,may,231.0,1.0,-1.0,0.0,unknown,no,High Risk
48,management,married,primary,no,247,yes,yes,unknown,14.0,may,145.0,1.0,-1.0,0.0,unknown,no,High Risk
45,technician,married,secondary,no,0,yes,yes,unknown,14.0,may,246.0,2.0,-1.0,0.0,unknown,no,High Risk
46,blue-collar,married,secondary,no,6085,yes,yes,unknown,14.0,may,311.0,2.0,-1.0,0.0,unknown,no,High Risk
39,technician,married,secondary,yes,-183,yes,no,unknown,14.0,may,202.0,2.0,-1.0,0.0,unknown,no,High Risk
50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14.0,may,421.0,1.0,-1.0,0.0,unknown,no,High Risk
39,management,divorced,tertiary,no,517,yes,yes,unknown,14.0,may,1328.0,1.0,-1.0,0.0,unknown,yes,High Risk
60,retired,divorced,primary,no,1327,yes,yes,unknown,14.0,may,80.0,1.0,-1.0,0.0,unknown,no,High Risk
58,retired,married,secondary,no,-172,yes,no,unknown,14.0,may,300.0,1.0,-1.0,0.0,unknown,no,High Risk
59,retired,married,secondary,no,1521,yes,yes,unknown,14.0,may,1125.0,2.0,-1.0,0.0,unknown,yes,High Risk
59,retired,married,secondary,no,2516,yes,yes,unknown,14.0,may,282.0,1.0,-1.0,0.0,unknown,no,High Risk
59,blue-collar,married,primary,no,259,yes,yes,unknown,14.0,may,267.0,2.0,-1.0,0.0,unknown,no,High Risk
42,management,married,tertiary,no,-700,yes,no,unknown,14.0,may,110.0,1.0,-1.0,0.0,unknown,no,High Risk
41,blue-collar,married,secondary,no,-68,yes,no,unknown,14.0,may,429.0,2.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,secondary,no,2706,yes,yes,unknown,14.0,may,44.0,1.0,-1.0,0.0,unknown,no,High Risk
55,unemployed,divorced,secondary,no,283,yes,yes,unknown,14.0,may,220.0,2.0,-1.0,0.0,unknown,no,High Risk
46,admin.,married,secondary,no,3028,yes,yes,unknown,14.0,may,116.0,1.0,-1.0,0.0,unknown,no,High Risk
49,blue-collar,married,secondary,no,611,yes,yes,unknown,14.0,may,179.0,1.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,primary,no,2,yes,yes,unknown,14.0,may,164.0,1.0,-1.0,0.0,unknown,no,High Risk
47,admin.,married,secondary,no,829,yes,yes,unknown,14.0,may,339.0,1.0,-1.0,0.0,unknown,no,High Risk
40,blue-collar,married,secondary,no,1522,yes,yes,unknown,14.0,may,168.0,2.0,-1.0,0.0,unknown,no,High Risk
44,blue-collar,single,unknown,no,-101,yes,no,unknown,14.0,may,143.0,1.0,-1.0,0.0,unknown,no,High Risk
57,admin.,divorced,primary,no,628,yes,yes,unknown,14.0,may,191.0,1.0,-1.0,0.0,unknown,no,High Risk
42,admin.,married,secondary,yes,-1300,no,no,unknown,14.0,may,89.0,1.0,-1.0,0.0,unknown,no,High Risk
41,technician,married,secondary,no,1043,yes,yes,unknown,14.0,may,225.0,1.0,-1.0,0.0,unknown,no,High Risk
30,technician,single,secondary,no,768,no,yes,unknown,14.0,may,749.0,2.0,-1.0,0.0,unknown,no,High Risk
52,entrepreneur,married,tertiary,no,618,yes,yes,unknown,14.0,may,166.0,2.0,-1.0,0.0,unknown,no,High Risk
44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14.0,may,387.0,2.0,-1.0,0.0,unknown,no,High Risk
44,technician,single,secondary,no,-27,yes,yes,unknown,14.0,may,100.0,3.0,-1.0,0.0,unknown,no,High Risk
41,services,divorced,secondary,yes,-198,no,yes,unknown,14.0,may,133.0,1.0,-1.0,0.0,unknown,no,High Risk
57,retired,married,tertiary,no,1180,yes,yes,unknown,14.0,may,191.0,2.0,-1.0,0.0,unknown,no,High Risk
46,blue-collar,married,secondary,no,243,yes,yes,unknown,14.0,may,345.0,2.0,-1.0,0.0,unknown,no,High Risk
57,retired,married,secondary,no,-222,no,no,unknown,14.0,may,248.0,2.0,-1.0,0.0,unknown,no,High Risk
36,management,single,tertiary,no,-38,yes,no,unknown,14.0,may,784.0,1.0,-1.0,0.0,unknown,no,High Risk
37,technician,married,tertiary,yes,0,yes,no,unknown,14.0,may,93.0,14.0,-1.0,0.0,unknown,no,High Risk
45,blue-collar,married,secondary,no,141,yes,yes,unknown,14.0,may,21.0,10.0,-1.0,0.0,unknown,no,High Risk
53,management,married,tertiary,no,369,yes,yes,unknown,14.0,may,161.0,2.0,-1.0,0.0,unknown,no,High Risk
57,technician,married,tertiary,no,-1,no,no,unknown,14.0,may,850.0,2.0,-1.0,0.0,unknown,yes,High Risk
49,entrepreneur,married,primary,no,-63,yes,no,unknown,14.0,may,416.0,2.0,-1.0,0.0,unknown,no,High Risk
37,admin.,divorced,secondary,no,-113,yes,no,unknown,14.0,may,5.0,2.0,-1.0,0.0,unknown,no,High Risk
35,management,single,tertiary,no,592,no,yes,unknown,14.0,may,192.0,1.0,-1.0,0.0,unknown,no,High Risk
44,admin.,married,secondary,no,447,yes,yes,unknown,14.0,may,106.0,5.0,-1.0,0.0,unknown,no,High Risk
50,admin.,divorced,secondary,yes,-500,yes,no,unknown,14.0,may,148.0,3.0,-1.0,0.0,unknown,no,High Risk
45,admin.,married,secondary,no,-31,yes,no,unknown,14.0,may,295.0,2.0,-1.0,0.0,unknown,no,High Risk
30,management,married,tertiary,no,-328,yes,no,unknown,14.0,may,242.0,5.0,-1.0,0.0,unknown,no,High Risk
47,services,divorced,secondary,no,430,yes,yes,unknown,14.0,may,335.0,1.0,-1.0,0.0,unknown,no,High Risk
34,blue-collar,single,secondary,yes,-115,yes,no,unknown,14.0,may,360.0,1.0,-1.0,0.0,unknown,no,High Risk
44,management,married,tertiary,no,474,yes,yes,unknown,14.0,may,183.0,4.0,-1.0,0.0,unknown,no,High Risk
42,technician,married,tertiary,no,2106,yes,yes,unknown,14.0,may,162.0,2.0,-1.0,0.0,unknown,no,High Risk
29,admin.,married,secondary,no,387,yes,yes,unknown,14.0,may,49.0,1.0,-1.0,0.0,unknown,no,High Risk
42,technician,married,secondary,no,645,yes,yes,unknown,14.0,may,349.0,5.0,-1.0,0.0,unknown,no,High Risk
50,unemployed,married,secondary,no,-13,yes,no,unknown,14.0,may,554.0,1.0,-1.0,0.0,unknown,no,High Risk
29,blue-collar,married,secondary,no,424,yes,yes,unknown,14.0,may,241.0,2.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,primary,no,-101,yes,no,unknown,14.0,may,122.0,4.0,-1.0,0.0,unknown,no,High Risk
50,entrepreneur,married,tertiary,no,-52,yes,no,unknown,14.0,may,166.0,4.0,-1.0,0.0,unknown,no,High Risk
23,blue-collar,single,secondary,no,-95,yes,no,unknown,14.0,may,167.0,3.0,-1.0,0.0,unknown,no,High Risk
44,blue-collar,married,primary,no,-295,yes,no,unknown,14.0,may,303.0,4.0,-1.0,0.0,unknown,no,High Risk
38,technician,married,secondary,no,1442,yes,yes,unknown,14.0,may,483.0,3.0,-1.0,0.0,unknown,no,High Risk
36,blue-collar,married,unknown,no,-389,yes,no,unknown,14.0,may,76.0,9.0,-1.0,0.0,unknown,no,High Risk
35,technician,married,secondary,no,94,yes,yes,unknown,14.0,may,208.0,5.0,-1.0,0.0,unknown,no,High Risk
46,self-employed,married,secondary,no,0,yes,yes,unknown,14.0,may,166.0,5.0,-1.0,0.0,unknown,no,High Risk
58,admin.,married,secondary,no,-1196,yes,yes,unknown,14.0,may,256.0,4.0,-1.0,0.0,unknown,no,High Risk
26,blue-collar,single,secondary,no,786,yes,yes,unknown,14.0,may,103.0,5.0,-1.0,0.0,unknown,no,High Risk
36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14.0,may,104.0,3.0,-1.0,0.0,unknown,no,High Risk
30,admin.,single,secondary,yes,-35,yes,no,unknown,14.0,may,1204.0,4.0,-1.0,0.0,unknown,no,High Risk
43,retired,married,primary,no,471,no,yes,unknown,15.0,may,114.0,2.0,-1.0,0.0,unknown,no,High Risk
26,blue-collar,married,primary,no,-219,yes,yes,unknown,15.0,may,311.0,5.0,-1.0,0.0,unknown,no,High Risk
39,admin.,married,primary,no,-439,yes,no,unknown,15.0,may,347.0,8.0,-1.0,0.0,unknown,no,High Risk
50,management,married,tertiary,no,-516,yes,no,unknown,15.0,may,226.0,2.0,-1.0,0.0,unknown,no,High Risk
46,admin.,married,secondary,no,556,yes,yes,unknown,15.0,may,646.0,3.0,-1.0,0.0,unknown,yes,High Risk
48,admin.,married,secondary,no,2235,yes,yes,unknown,15.0,may,755.0,2.0,-1.0,0.0,unknown,no,High Risk
50,management,married,tertiary,yes,-143,yes,no,unknown,15.0,may,305.0,3.0,-1.0,0.0,unknown,no,High Risk
60,retired,married,secondary,no,2537,yes,yes,unknown,15.0,may,230.0,1.0,-1.0,0.0,unknown,no,High Risk
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15.0,may,755.0,1.0,-1.0,0.0,unknown,yes,High Risk
54,technician,married,tertiary,no,2883,yes,yes,unknown,15.0,may,12.0,3.0,-1.0,0.0,unknown,no,High Risk
46,admin.,divorced,secondary,no,2515,yes,yes,unknown,15.0,may,65.0,1.0,-1.0,0.0,unknown,no,High Risk
43,retired,married,secondary,no,56,yes,yes,unknown,15.0,may,259.0,1.0,-1.0,0.0,unknown,no,High Risk
48,services,divorced,secondary,no,0,yes,yes,unknown,15.0,may,263.0,1.0,-1.0,0.0,unknown,no,High Risk
42,technician,single,tertiary,no,2157,yes,yes,unknown,15.0,may,260.0,1.0,-1.0,0.0,unknown,no,High Risk
49,services,divorced,secondary,no,3649,yes,yes,unknown,15.0,may,150.0,1.0,-1.0,0.0,unknown,no,High Risk
60,retired,divorced,secondary,no,2479,yes,yes,unknown,15.0,may,157.0,1.0,-1.0,0.0,unknown,no,High Risk
51,entrepreneur,married,tertiary,no,6659,yes,yes,unknown,15.0,may,203.0,1.0,-1.0,0.0,unknown,no,High Risk
47,management,married,primary,no,52,yes,yes,unknown,15.0,may,140.0,1.0,-1.0,0.0,unknown,no,High Risk
36,blue-collar,single,secondary,no,-175,yes,no,unknown,15.0,may,180.0,2.0,-1.0,0.0,unknown,no,High Risk
45,blue-collar,married,secondary,no,-149,yes,no,unknown,15.0,may,644.0,2.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,primary,no,-100,yes,no,unknown,15.0,may,374.0,1.0,-1.0,0.0,unknown,no,High Risk
46,admin.,married,secondary,no,1934,no,yes,unknown,15.0,may,240.0,1.0,-1.0,0.0,unknown,no,High Risk
29,management,married,tertiary,no,137,yes,yes,unknown,15.0,may,1088.0,2.0,-1.0,0.0,unknown,no,High Risk
44,entrepreneur,married,primary,no,276,yes,yes,unknown,15.0,may,219.0,1.0,-1.0,0.0,unknown,no,High Risk
50,technician,married,secondary,no,892,yes,yes,unknown,15.0,may,234.0,1.0,-1.0,0.0,unknown,no,High Risk
43,unemployed,married,primary,no,960,yes,yes,unknown,15.0,may,241.0,2.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,primary,yes,-1385,yes,yes,unknown,15.0,may,77.0,1.0,-1.0,0.0,unknown,no,High Risk
40,entrepreneur,married,secondary,no,0,yes,yes,unknown,15.0,may,435.0,1.0,-1.0,0.0,unknown,no,High Risk
21,services,married,secondary,no,0,yes,yes,unknown,15.0,may,168.0,5.0,-1.0,0.0,unknown,no,High Risk
57,entrepreneur,married,secondary,no,1037,yes,yes,unknown,15.0,may,112.0,1.0,-1.0,0.0,unknown,no,High Risk
53,admin.,divorced,secondary,no,-394,yes,no,unknown,15.0,may,599.0,2.0,-1.0,0.0,unknown,no,High Risk
58,retired,married,tertiary,no,2577,yes,yes,unknown,15.0,may,290.0,3.0,-1.0,0.0,unknown,no,High Risk
49,other,married,primary,no,341,yes,yes,unknown,15.0,may,520.0,2.0,-1.0,0.0,unknown,yes,High Risk
40,entrepreneur,married,primary,no,3676,yes,yes,unknown,15.0,may,101.0,1.0,-1.0,0.0,unknown,no,High Risk
60,retired,married,secondary,no,-208,yes,no,unknown,15.0,may,104.0,1.0,-1.0,0.0,unknown,no,High Risk
44,services,married,secondary,no,-22,yes,no,unknown,15.0,may,37.0,1.0,-1.0,0.0,unknown,no,High Risk
42,blue-collar,married,primary,no,-181,yes,no,unknown,15.0,may,297.0,3.0,-1.0,0.0,unknown,no,High Risk
35,entrepreneur,single,tertiary,no,-68,yes,yes,unknown,15.0,may,203.0,4.0,-1.0,0.0,unknown,no,High Risk
55,admin.,married,secondary,no,1105,yes,yes,unknown,15.0,may,94.0,1.0,-1.0,0.0,unknown,no,High Risk
40,services,married,primary,no,-9,yes,no,unknown,15.0,may,920.0,2.0,-1.0,0.0,unknown,yes,High Risk
35,management,married,tertiary,no,6,yes,yes,unknown,15.0,may,136.0,1.0,-1.0,0.0,unknown,no,High Risk
25,management,single,tertiary,no,6,yes,yes,unknown,15.0,may,225.0,1.0,-1.0,0.0,unknown,no,High Risk
41,admin.,married,primary,no,-306,yes,no,unknown,15.0,may,500.0,1.0,-1.0,0.0,unknown,yes,High Risk
46,management,married,tertiary,no,1038,yes,yes,unknown,15.0,may,200.0,3.0,-1.0,0.0,unknown,no,High Risk
24,services,married,secondary,no,51,yes,yes,unknown,15.0,may,187.0,2.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,secondary,no,3008,yes,yes,unknown,15.0,may,236.0,3.0,-1.0,0.0,unknown,no,High Risk
41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15.0,may,50.0,7.0,-1.0,0.0,unknown,no,High Risk
30,technician,married,tertiary,no,-256,yes,no,unknown,15.0,may,51.0,5.0,-1.0,0.0,unknown,no,High Risk
28,blue-collar,married,secondary,no,86,yes,yes,unknown,15.0,may,918.0,1.0,-1.0,0.0,unknown,no,High Risk
42,management,married,tertiary,no,1323,yes,yes,unknown,15.0,may,193.0,5.0,-1.0,0.0,unknown,no,High Risk
30,technician,married,secondary,no,1534,yes,yes,unknown,15.0,may,243.0,1.0,-1.0,0.0,unknown,no,High Risk
28,blue-collar,single,primary,no,-457,yes,no,unknown,15.0,may,43.0,9.0,-1.0,0.0,unknown,no,High Risk
36,unemployed,married,secondary,yes,-318,yes,no,unknown,15.0,may,133.0,2.0,-1.0,0.0,unknown,no,High Risk
41,services,married,secondary,no,714,yes,yes,unknown,15.0,may,504.0,5.0,-1.0,0.0,unknown,no,High Risk
53,admin.,married,secondary,no,-197,yes,yes,unknown,15.0,may,178.0,1.0,-1.0,0.0,unknown,no,High Risk
38,housemaid,married,secondary,no,1372,yes,yes,unknown,15.0,may,224.0,1.0,-1.0,0.0,unknown,no,High Risk
47,admin.,divorced,primary,no,357,yes,yes,unknown,15.0,may,134.0,1.0,-1.0,0.0,unknown,no,High Risk
34,management,married,unknown,yes,-353,yes,no,unknown,15.0,may,328.0,1.0,-1.0,0.0,unknown,no,High Risk
46,entrepreneur,married,unknown,no,676,yes,yes,unknown,15.0,may,106.0,3.0,-1.0,0.0,unknown,no,High Risk
33,technician,single,secondary,no,402,yes,yes,unknown,15.0,may,59.0,1.0,-1.0,0.0,unknown,no,High Risk
42,blue-collar,married,secondary,no,-628,yes,yes,unknown,15.0,may,251.0,1.0,-1.0,0.0,unknown,no,High Risk
33,management,single,tertiary,no,-625,yes,no,unknown,15.0,may,399.0,1.0,-1.0,0.0,unknown,no,High Risk
54,technician,divorced,secondary,no,784,yes,yes,unknown,15.0,may,579.0,1.0,-1.0,0.0,unknown,no,High Risk
26,technician,single,secondary,no,2,yes,yes,unknown,15.0,may,461.0,1.0,-1.0,0.0,unknown,no,High Risk
55,management,married,unknown,yes,-171,yes,no,unknown,15.0,may,30.0,2.0,-1.0,0.0,unknown,no,High Risk
48,technician,married,secondary,no,0,yes,yes,unknown,15.0,may,964.0,2.0,-1.0,0.0,unknown,no,High Risk
55,services,divorced,secondary,no,72,yes,yes,unknown,15.0,may,384.0,4.0,-1.0,0.0,unknown,no,High Risk
41,retired,divorced,primary,no,-233,yes,no,unknown,15.0,may,1156.0,2.0,-1.0,0.0,unknown,yes,High Risk
59,management,single,secondary,no,671,yes,yes,unknown,15.0,may,157.0,5.0,-1.0,0.0,unknown,no,High Risk
27,blue-collar,single,secondary,no,228,yes,yes,unknown,15.0,may,186.0,5.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,primary,no,108,yes,yes,unknown,15.0,may,420.0,4.0,-1.0,0.0,unknown,no,High Risk
43,housemaid,married,primary,no,18,yes,yes,unknown,15.0,may,192.0,3.0,-1.0,0.0,unknown,no,High Risk
34,blue-collar,married,unknown,no,-17,yes,no,unknown,15.0,may,319.0,7.0,-1.0,0.0,unknown,no,High Risk
54,blue-collar,married,primary,no,-219,yes,no,unknown,15.0,may,276.0,4.0,-1.0,0.0,unknown,no,High Risk
55,technician,married,secondary,no,2014,yes,yes,unknown,15.0,may,253.0,2.0,-1.0,0.0,unknown,no,High Risk
34,blue-collar,married,secondary,no,326,yes,yes,unknown,15.0,may,150.0,2.0,-1.0,0.0,unknown,no,High Risk
33,management,single,secondary,yes,-174,yes,no,unknown,15.0,may,156.0,5.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15.0,may,548.0,1.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,primary,no,778,yes,yes,unknown,15.0,may,284.0,5.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15.0,may,112.0,2.0,-1.0,0.0,unknown,no,High Risk
40,management,married,primary,no,1231,yes,yes,unknown,15.0,may,184.0,2.0,-1.0,0.0,unknown,no,High Risk
45,technician,married,secondary,no,-237,yes,yes,unknown,15.0,may,71.0,3.0,-1.0,0.0,unknown,no,High Risk
45,blue-collar,married,secondary,no,120,yes,yes,unknown,15.0,may,53.0,3.0,-1.0,0.0,unknown,no,High Risk
56,blue-collar,married,secondary,no,-382,yes,no,unknown,15.0,may,278.0,4.0,-1.0,0.0,unknown,no,High Risk
36,technician,married,secondary,no,146,yes,yes,unknown,15.0,may,284.0,2.0,-1.0,0.0,unknown,no,High Risk
57,management,married,tertiary,no,388,no,yes,unknown,15.0,may,262.0,4.0,-1.0,0.0,unknown,no,High Risk
55,management,single,tertiary,no,1092,yes,yes,unknown,15.0,may,202.0,4.0,-1.0,0.0,unknown,no,High Risk
31,admin.,married,unknown,no,-295,yes,no,unknown,15.0,may,311.0,3.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,single,primary,no,-21,no,no,unknown,15.0,may,121.0,3.0,-1.0,0.0,unknown,no,High Risk
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15.0,may,374.0,5.0,-1.0,0.0,unknown,no,High Risk
39,self-employed,married,tertiary,no,-176,yes,no,unknown,15.0,may,156.0,13.0,-1.0,0.0,unknown,no,High Risk
43,management,single,secondary,no,-228,yes,yes,unknown,16.0,may,122.0,2.0,-1.0,0.0,unknown,no,High Risk
60,management,divorced,secondary,no,773,yes,yes,unknown,16.0,may,597.0,22.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,married,primary,no,2133,yes,yes,unknown,16.0,may,179.0,1.0,-1.0,0.0,unknown,no,High Risk
39,technician,married,tertiary,no,94,yes,yes,unknown,16.0,may,813.0,1.0,-1.0,0.0,unknown,yes,High Risk
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16.0,may,601.0,1.0,-1.0,0.0,unknown,no,High Risk
28,management,married,tertiary,no,82,yes,yes,unknown,16.0,may,225.0,1.0,-1.0,0.0,unknown,no,High Risk
29,admin.,single,secondary,no,-507,yes,no,unknown,16.0,may,286.0,1.0,-1.0,0.0,unknown,no,High Risk
45,self-employed,married,unknown,no,-257,no,no,unknown,16.0,may,448.0,2.0,-1.0,0.0,unknown,no,High Risk
47,services,married,secondary,no,51,yes,yes,unknown,16.0,may,312.0,1.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,single,secondary,no,0,yes,yes,unknown,16.0,may,111.0,1.0,-1.0,0.0,unknown,no,High Risk
53,unemployed,married,secondary,no,76,yes,yes,unknown,16.0,may,283.0,1.0,-1.0,0.0,unknown,no,High Risk
26,admin.,single,secondary,no,-235,yes,no,unknown,16.0,may,103.0,1.0,-1.0,0.0,unknown,no,High Risk
36,admin.,single,secondary,no,0,yes,yes,unknown,16.0,may,213.0,1.0,-1.0,0.0,unknown,no,High Risk
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16.0,may,114.0,2.0,-1.0,0.0,unknown,no,High Risk
29,management,married,tertiary,no,1,yes,yes,unknown,16.0,may,49.0,1.0,-1.0,0.0,unknown,no,High Risk
39,management,married,tertiary,no,0,yes,yes,unknown,16.0,may,107.0,2.0,-1.0,0.0,unknown,no,High Risk
41,management,married,tertiary,no,0,no,yes,unknown,16.0,may,330.0,4.0,-1.0,0.0,unknown,no,High Risk
32,services,divorced,secondary,no,-115,yes,no,unknown,16.0,may,134.0,1.0,-1.0,0.0,unknown,no,High Risk
34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16.0,may,125.0,1.0,-1.0,0.0,unknown,no,High Risk
29,services,single,secondary,no,-142,yes,no,unknown,16.0,may,140.0,1.0,-1.0,0.0,unknown,no,High Risk
33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16.0,may,145.0,1.0,-1.0,0.0,unknown,no,High Risk
24,blue-collar,married,secondary,no,142,yes,yes,unknown,16.0,may,300.0,1.0,-1.0,0.0,unknown,no,High Risk
34,technician,single,secondary,no,0,yes,yes,unknown,16.0,may,214.0,1.0,-1.0,0.0,unknown,no,High Risk
29,admin.,single,secondary,no,163,yes,yes,unknown,16.0,may,803.0,1.0,-1.0,0.0,unknown,yes,High Risk
36,management,divorced,tertiary,no,1343,yes,yes,unknown,16.0,may,73.0,1.0,-1.0,0.0,unknown,no,High Risk
35,blue-collar,married,secondary,no,-613,yes,no,unknown,16.0,may,754.0,1.0,-1.0,0.0,unknown,no,High Risk
30,technician,married,secondary,no,-306,yes,yes,unknown,16.0,may,203.0,1.0,-1.0,0.0,unknown,no,High Risk
27,management,married,secondary,no,-41,yes,no,unknown,16.0,may,24.0,1.0,-1.0,0.0,unknown,no,High Risk
40,admin.,divorced,secondary,no,783,yes,yes,unknown,16.0,may,171.0,2.0,-1.0,0.0,unknown,no,High Risk
43,management,married,secondary,no,-26,yes,no,unknown,16.0,may,343.0,1.0,-1.0,0.0,unknown,no,High Risk
57,admin.,married,secondary,no,4168,yes,yes,unknown,16.0,may,47.0,1.0,-1.0,0.0,unknown,no,High Risk
56,retired,married,secondary,no,3690,yes,yes,unknown,16.0,may,178.0,2.0,-1.0,0.0,unknown,no,High Risk
30,admin.,married,secondary,no,40,yes,yes,unknown,16.0,may,108.0,2.0,-1.0,0.0,unknown,no,High Risk
45,blue-collar,married,secondary,no,-1400,yes,no,unknown,16.0,may,172.0,4.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,secondary,no,-656,yes,no,unknown,16.0,may,184.0,2.0,-1.0,0.0,unknown,no,High Risk
25,technician,single,secondary,no,1400,yes,yes,unknown,16.0,may,424.0,1.0,-1.0,0.0,unknown,no,High Risk
32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16.0,may,241.0,1.0,-1.0,0.0,unknown,no,High Risk
38,admin.,married,secondary,no,-650,no,no,unknown,16.0,may,317.0,1.0,-1.0,0.0,unknown,no,High Risk
24,services,single,secondary,no,-248,yes,no,unknown,16.0,may,187.0,1.0,-1.0,0.0,unknown,no,High Risk
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16.0,may,767.0,2.0,-1.0,0.0,unknown,yes,High Risk
35,technician,married,secondary,no,523,yes,yes,unknown,16.0,may,95.0,1.0,-1.0,0.0,unknown,no,High Risk
29,blue-collar,single,primary,no,-63,yes,no,unknown,16.0,may,410.0,3.0,-1.0,0.0,unknown,no,High Risk
58,technician,divorced,secondary,no,906,yes,yes,unknown,16.0,may,155.0,3.0,-1.0,0.0,unknown,no,High Risk
29,unemployed,single,tertiary,no,0,yes,yes,unknown,16.0,may,703.0,4.0,-1.0,0.0,unknown,no,High Risk
44,services,married,secondary,no,0,yes,yes,unknown,16.0,may,471.0,2.0,-1.0,0.0,unknown,no,High Risk
44,admin.,married,secondary,no,0,yes,yes,unknown,16.0,may,159.0,1.0,-1.0,0.0,unknown,no,High Risk
27,management,single,tertiary,no,-98,yes,yes,unknown,16.0,may,344.0,2.0,-1.0,0.0,unknown,no,High Risk
54,entrepreneur,married,primary,no,3343,yes,yes,unknown,16.0,may,216.0,1.0,-1.0,0.0,unknown,no,High Risk
29,technician,single,secondary,no,-166,yes,no,unknown,16.0,may,323.0,2.0,-1.0,0.0,unknown,no,High Risk
57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16.0,may,199.0,4.0,-1.0,0.0,unknown,no,High Risk
27,management,single,tertiary,yes,-308,yes,no,unknown,16.0,may,213.0,16.0,-1.0,0.0,unknown,no,High Risk
32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16.0,may,411.0,2.0,-1.0,0.0,unknown,no,High Risk
47,services,married,secondary,no,837,yes,yes,unknown,16.0,may,136.0,1.0,-1.0,0.0,unknown,no,High Risk
34,admin.,married,secondary,no,641,yes,yes,unknown,16.0,may,467.0,1.0,-1.0,0.0,unknown,no,High Risk
48,blue-collar,married,secondary,no,478,yes,yes,unknown,16.0,may,168.0,2.0,-1.0,0.0,unknown,no,High Risk
55,services,married,unknown,no,-45,yes,no,unknown,16.0,may,764.0,7.0,-1.0,0.0,unknown,no,High Risk
30,services,single,tertiary,no,136,yes,yes,unknown,16.0,may,208.0,5.0,-1.0,0.0,unknown,no,High Risk
42,blue-collar,married,secondary,no,314,yes,yes,unknown,16.0,may,269.0,2.0,-1.0,0.0,unknown,no,High Risk
32,housemaid,divorced,secondary,no,715,yes,yes,unknown,16.0,may,14.0,15.0,-1.0,0.0,unknown,no,High Risk
40,services,single,secondary,no,-61,yes,yes,unknown,16.0,may,698.0,9.0,-1.0,0.0,unknown,no,High Risk
25,technician,single,secondary,no,2,yes,yes,unknown,16.0,may,304.0,2.0,-1.0,0.0,unknown,no,High Risk
29,services,married,tertiary,no,62,yes,yes,unknown,16.0,may,280.0,2.0,-1.0,0.0,unknown,no,High Risk
49,blue-collar,divorced,secondary,yes,259,no,no,unknown,16.0,may,283.0,2.0,-1.0,0.0,unknown,no,High Risk
